Australian Bureau of Statistics,,,,
,,,,
"2016 Census - Counting Persons, Place of Usual Residence (MB)",,,,
LANP - 4 Digit Level and ENGP Proficiency in Spoken English by LGA (UR),,,,
Counting: Persons Place of Usual Residence,,,,
,,,,
Filters:,,,,
Default Summation,Persons Place of Usual Residence,,,
LGA (UR),Moonee Valley (C),,,
,,,,
Counting,LGA (UR),LANP - 4 Digit Level,ENGP Proficiency in Spoken English,Count
Persons Place of Usual Residence,Moonee Valley (C),Hmong,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Hmong,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Hmong,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Hmong-Mien, nec",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Hmong-Mien, nec",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Hmong-Mien, nec",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Hmong-Mien, nec",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Hmong-Mien, nec",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Hmong-Mien, nec","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Hmong-Mien, nec",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nfd",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nfd",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nfd",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nfd",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nfd",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nfd","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nfd",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Khmer,Very well,19
Persons Place of Usual Residence,Moonee Valley (C),Khmer,Well,4
Persons Place of Usual Residence,Moonee Valley (C),Khmer,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Khmer,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Khmer,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Khmer,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Khmer,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Vietnamese,Very well,1210
Persons Place of Usual Residence,Moonee Valley (C),Vietnamese,Well,797
Persons Place of Usual Residence,Moonee Valley (C),Vietnamese,Not well,542
Persons Place of Usual Residence,Moonee Valley (C),Vietnamese,Not at all,165
Persons Place of Usual Residence,Moonee Valley (C),Vietnamese,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Vietnamese,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",20
Persons Place of Usual Residence,Moonee Valley (C),Vietnamese,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Mon,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Mon,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Mon,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Mon,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Mon,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Mon,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Mon,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nec",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nec",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nec",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nec",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nec",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nec","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Mon-Khmer, nec",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nfd",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nfd",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nfd",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nfd",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nfd",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nfd","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nfd",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Lao,Very well,23
Persons Place of Usual Residence,Moonee Valley (C),Lao,Well,10
Persons Place of Usual Residence,Moonee Valley (C),Lao,Not well,14
Persons Place of Usual Residence,Moonee Valley (C),Lao,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Lao,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Lao,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Lao,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Thai,Very well,76
Persons Place of Usual Residence,Moonee Valley (C),Thai,Well,100
Persons Place of Usual Residence,Moonee Valley (C),Thai,Not well,45
Persons Place of Usual Residence,Moonee Valley (C),Thai,Not at all,4
Persons Place of Usual Residence,Moonee Valley (C),Thai,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Thai,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",6
Persons Place of Usual Residence,Moonee Valley (C),Thai,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nec",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nec",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nec",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nec",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nec",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nec","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Tai, nec",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nfd",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nfd",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nfd",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nfd",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nfd",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nfd","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nfd",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Bisaya,Very well,5
Persons Place of Usual Residence,Moonee Valley (C),Bisaya,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Bisaya,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Bisaya,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Bisaya,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Bisaya,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Bisaya,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Cebuano,Very well,9
Persons Place of Usual Residence,Moonee Valley (C),Cebuano,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Cebuano,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Cebuano,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Cebuano,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Cebuano,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Cebuano,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),IIokano,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),IIokano,Well,0
Persons Place of Usual Residence,Moonee Valley (C),IIokano,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),IIokano,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),IIokano,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),IIokano,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),IIokano,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Indonesian,Very well,105
Persons Place of Usual Residence,Moonee Valley (C),Indonesian,Well,64
Persons Place of Usual Residence,Moonee Valley (C),Indonesian,Not well,10
Persons Place of Usual Residence,Moonee Valley (C),Indonesian,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Indonesian,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Indonesian,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Indonesian,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Malay,Very well,66
Persons Place of Usual Residence,Moonee Valley (C),Malay,Well,12
Persons Place of Usual Residence,Moonee Valley (C),Malay,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Malay,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Malay,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Malay,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Malay,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Tetum,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Tetum,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Tetum,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Tetum,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Tetum,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Tetum,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Tetum,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Timorese,Very well,3
Persons Place of Usual Residence,Moonee Valley (C),Timorese,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Timorese,Not well,3
Persons Place of Usual Residence,Moonee Valley (C),Timorese,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Timorese,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Timorese,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Timorese,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Tagalog,Very well,200
Persons Place of Usual Residence,Moonee Valley (C),Tagalog,Well,63
Persons Place of Usual Residence,Moonee Valley (C),Tagalog,Not well,3
Persons Place of Usual Residence,Moonee Valley (C),Tagalog,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Tagalog,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Tagalog,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Tagalog,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Filipino,Very well,178
Persons Place of Usual Residence,Moonee Valley (C),Filipino,Well,51
Persons Place of Usual Residence,Moonee Valley (C),Filipino,Not well,7
Persons Place of Usual Residence,Moonee Valley (C),Filipino,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Filipino,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Filipino,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Filipino,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Acehnese,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Acehnese,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Acehnese,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Acehnese,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Acehnese,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Acehnese,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Acehnese,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Balinese,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Balinese,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Balinese,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Balinese,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Balinese,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Balinese,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Balinese,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Bikol,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Bikol,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Bikol,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Bikol,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Bikol,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Bikol,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Bikol,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Iban,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Iban,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Iban,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Iban,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Iban,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Iban,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Iban,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Ilonggo (Hiligaynon),Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Ilonggo (Hiligaynon),Well,0
Persons Place of Usual Residence,Moonee Valley (C),Ilonggo (Hiligaynon),Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Ilonggo (Hiligaynon),Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Ilonggo (Hiligaynon),Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Ilonggo (Hiligaynon),"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Ilonggo (Hiligaynon),Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Javanese,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Javanese,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Javanese,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Javanese,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Javanese,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Javanese,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Javanese,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Pampangan,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Pampangan,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Pampangan,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Pampangan,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Pampangan,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Pampangan,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Pampangan,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nec",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nec",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nec",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nec",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nec",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nec","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Southeast Asian Austronesian Languages, nec",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Other Southeast Asian Languages,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Other Southeast Asian Languages,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Other Southeast Asian Languages,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Other Southeast Asian Languages,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Other Southeast Asian Languages,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Other Southeast Asian Languages,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Other Southeast Asian Languages,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Eastern Asian Languages, nfd",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Eastern Asian Languages, nfd",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Eastern Asian Languages, nfd",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Eastern Asian Languages, nfd",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Eastern Asian Languages, nfd",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Eastern Asian Languages, nfd","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Eastern Asian Languages, nfd",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nfd",Very well,14
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nfd",Well,19
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nfd",Not well,16
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nfd",Not at all,3
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nfd",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nfd","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nfd",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Cantonese,Very well,807
Persons Place of Usual Residence,Moonee Valley (C),Cantonese,Well,433
Persons Place of Usual Residence,Moonee Valley (C),Cantonese,Not well,389
Persons Place of Usual Residence,Moonee Valley (C),Cantonese,Not at all,184
Persons Place of Usual Residence,Moonee Valley (C),Cantonese,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Cantonese,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",5
Persons Place of Usual Residence,Moonee Valley (C),Cantonese,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Hakka,Very well,44
Persons Place of Usual Residence,Moonee Valley (C),Hakka,Well,21
Persons Place of Usual Residence,Moonee Valley (C),Hakka,Not well,24
Persons Place of Usual Residence,Moonee Valley (C),Hakka,Not at all,15
Persons Place of Usual Residence,Moonee Valley (C),Hakka,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Hakka,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Hakka,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Mandarin,Very well,840
Persons Place of Usual Residence,Moonee Valley (C),Mandarin,Well,767
Persons Place of Usual Residence,Moonee Valley (C),Mandarin,Not well,322
Persons Place of Usual Residence,Moonee Valley (C),Mandarin,Not at all,131
Persons Place of Usual Residence,Moonee Valley (C),Mandarin,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Mandarin,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",12
Persons Place of Usual Residence,Moonee Valley (C),Mandarin,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Wu,Very well,4
Persons Place of Usual Residence,Moonee Valley (C),Wu,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Wu,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Wu,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Wu,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Wu,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Wu,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Min Nan,Very well,36
Persons Place of Usual Residence,Moonee Valley (C),Min Nan,Well,13
Persons Place of Usual Residence,Moonee Valley (C),Min Nan,Not well,3
Persons Place of Usual Residence,Moonee Valley (C),Min Nan,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Min Nan,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Min Nan,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Min Nan,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nec",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nec",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nec",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nec",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nec",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nec","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Chinese, nec",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Japanese,Very well,168
Persons Place of Usual Residence,Moonee Valley (C),Japanese,Well,78
Persons Place of Usual Residence,Moonee Valley (C),Japanese,Not well,27
Persons Place of Usual Residence,Moonee Valley (C),Japanese,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Japanese,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Japanese,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",4
Persons Place of Usual Residence,Moonee Valley (C),Japanese,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Korean,Very well,90
Persons Place of Usual Residence,Moonee Valley (C),Korean,Well,100
Persons Place of Usual Residence,Moonee Valley (C),Korean,Not well,57
Persons Place of Usual Residence,Moonee Valley (C),Korean,Not at all,7
Persons Place of Usual Residence,Moonee Valley (C),Korean,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Korean,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Korean,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nfd",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nfd",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nfd",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nfd",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nfd",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nfd","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nfd",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Tibetan,Very well,0
Persons Place of Usual Residence,Moonee Valley (C),Tibetan,Well,0
Persons Place of Usual Residence,Moonee Valley (C),Tibetan,Not well,0
Persons Place of Usual Residence,Moonee Valley (C),Tibetan,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Tibetan,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Tibetan,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Tibetan,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),Mongolian,Very well,5
Persons Place of Usual Residence,Moonee Valley (C),Mongolian,Well,3
Persons Place of Usual Residence,Moonee Valley (C),Mongolian,Not well,10
Persons Place of Usual Residence,Moonee Valley (C),Mongolian,Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),Mongolian,Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),Mongolian,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),Mongolian,Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nec",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nec",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nec",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nec",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nec",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nec","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
Persons Place of Usual Residence,Moonee Valley (C),"Other Eastern Asian Languages, nec",Not applicable,0
Persons Place of Usual Residence,Moonee Valley (C),"Australian Indigenous Languages, nfd",Very well,0
Persons Place of Usual Residence,Moonee Valley (C),"Australian Indigenous Languages, nfd",Well,0
Persons Place of Usual Residence,Moonee Valley (C),"Australian Indigenous Languages, nfd",Not well,0
Persons Place of Usual Residence,Moonee Valley (C),"Australian Indigenous Languages, nfd",Not at all,0
Persons Place of Usual Residence,Moonee Valley (C),"Australian Indigenous Languages, nfd",Not stated - both language (LANP) and proficiency (ENGP) not stated,0
Persons Place of Usual Residence,Moonee Valley (C),"Australian Indigenous Languages, nfd","Not stated - language (LANP) stated, proficiency (ENGP) not stated",0
